caption,answer
"Gabaccia Moreno doesn't only move mountains – she scales them. Following her journey to Everest Base Camp with Native Women's Wilderness, the multi-hyphenate creative and outdoor advocate recounted the awe-inspiring summit to our team at Osprey. 

An experience full of perseverance, self-realization, and triumph, read Gabbacia's entire Journey to Everest Base Camp via the link in our Stories

#OspreyPacks",write a post about a woman's journey to Everest Base Camp with a backpack
Proof that Osprey packs defy gravity 😎,write a caption for a photo of a person wearing an Osprey backpack in a unique position
"For a limited time, enjoy 25% off to help you beat the heat—and maybe your PR as well.

With a totally redesigned hydration system, fresh new colors and bluesign® approved, 100% recycled main body fabric, our new suite of bike hydration packs are an essential upgrade for anyone hoping to lap up the singletrack this season.

#OspreyPacks",write a promotional post for new bike hydration packs
"Osprey's Campus Collection – college-level organization that encourages exploration.

With fine-tuned organization, like laptop sleeves, specialized internal pocketing, bottle pockets and more, they’re ready to carry you through your heftiest courseloads and beyond. 

Shop via the link in our Stories. 

#OspreyPacks",write a promotional post for Osprey's Campus Collection backpacks
"We can't promise every hike with the Poco will be this easy, but this proof is hard to deny 🕺

How are you spending the last few weeks of summer vacation with your little ones?

🎥 @todburn_tales",write a caption for a backpack post featuring a family hiking with kids
"Planning some quality time on the trail? Here’s what we take for family adventures:

From the doorstep to the trailhead, gear up for a fun day exploring the outdoors with tried-and-true packs that help everyone get excited and feel included. 

Shop now via the link in our Stories! 

#OspreyPacks",write a promotional post for family backpacks
"However you spend time on the water, keep your valuables bone dry with the all-new, stand-alone waterproof, IPX5-rated Wildwater Series. 

Go Wild – shop the Wildwater Series now.",write a caption for a waterproof backpack advertisement
"When the view actually is worth the hike 🌅

Looking for Saturday sunset shots - tag us in your best! 

📷 @reung2santa

#OspreyPacks | Featuring the Daylite Sling",write a caption for a backpack post featuring a sunset view
"Cannot confirm nor deny whether the Daylite helped him get the 'yes'... (it did.)

Congratulations @elenamb77 and Jack - a match made in heaven 😉🤘",write a caption for a backpack post featuring a couple's engagement
"Grab the perfect pack up to 40% off with Osprey's End of Summer Sale, happening now through September 4th!
 
Spanning categories, shop for comfortable, durable, functional gear at our best prices of the season. 

#OspreyPacks",write a promotional post for Osprey's End of Summer Sale
"Run with Osprey's Duro™ | Dyna Family – Seriously comfortable run hydration. 

Designed to make it easy and comfortable to stay hydrated for every block, mile, 5K fun run or marathon you take on. 

Shop now via the link in our Stories.

#OpsreyPacks",write a promotional post for Osprey's Duro™ | Dyna Family backpacks
"If you love to ski, hike, bike, paddle and climb—or if you want to find out whether or not you do—college and university clubs provide supportive spaces to explore your interests. 

With a new year of classes starting right around the corner, check out the link in our Stories to see 10 student organizations from colleges around the country that are perfect to spark your sense of adventure. 

#OspreyPacks",write a post about backpacks and college adventure clubs
"We may be inching closer to fall, but Osprey's got more Daylite... new colors on arrival! 🎨

#OspreyPacks",write a post about new colors of Osprey Daylite backpack
"In celebration of #DisabilityPrideMonth and today marking the anniversary of the enactment of the ADA, Osprey spoke to the Range of Motion Project’s (ROMP), Lauren ‘LP’ Panasewicz, on the mission and history of the non-profit and its annual ~19,000 ft. ""Climbing for ROMP"" campaign.
 
Committed to ensuring access to high-quality prosthetic care for underserved amputees, ROMP champions mobility for all and equitable access to healthcare, mobility, and the outdoors. 

Learn more about LP’s journey with ROMP and more on the team’s philanthropic efforts at the link via our Stories.",write a post about Osprey's partnership with ROMP for Disability Pride Month
"Happiness is a good view and a great pack. 

📷 @the___edge

#OspreyPacks | Featuring the Atmos/Aura AG Series",write a caption for a backpack post with a scenic view
"BRB – taking the road less traveled 🤠

📷 @50nuancesdetrek | @djeasus

#OspreyPacks | Featuring the Eja Pro 55 and the Daylite Plus",write caption for instagram post featuring Osprey backpacks
"Get road trip ready! From gear-gobbling duffels to clever packs and accessories, check off your packing list for a summer full of adventure. 

Shop now via the link in our Stories. 

#OspreyPacks",write a promotional post for summer adventure backpacks
"Oh, the places your Osprey will go 🎈

📷 @2geographers
 
#OspreyPacks | Featuring the Hikelite Series",write a short caption for an Instagram post featuring the Osprey Hikelite Series backpack
"Oh, Canada! 🇨🇦 Happy Canada Day to our Osprey family up north. 

What's your favorite hiking spot in Canada? Share with us in our Stories! 

📷 @graceorion5 | @amandamcnally_ 

#OspreyPacks",write a caption for an Instagram post celebrating Canada Day with a backpack theme
"Carrying you through the dog days of summer 🎾🐾

#OspreyPacks | Featured pack from the Stratos/Sirrus Series",write a caption for a backpack post in the summer
"On the trails or on your European summer getaway, there's no better travel partner than an Osprey hydration pack.

📷 @alycerunshome

#OspreyPacks | Featuring the Seral 4",write a caption for a travel photo with an Osprey hydration pack
"Through your inbox after the 4-day weekend or high water - there's a pack for that. 

#OspreyPacks | Featuring The Osprey UNLTD™ - a new era of design and technology.",write a caption for a backpack post featuring the Osprey UNLTD™
"Don't need any petals to tell me if I love my pack. 😉 Always remember to enjoy nature (and wildflower season) responsibly. 🌸

#OspreyPacks",write a caption for a backpack post with a nature theme
"From California, to the New York island...

Happy 4th of July from Osprey - this land was made for you and me 🌄🇺🇸

📷 @jwalkadventures | @little_tennessee | @wizkhanisha 

#OspreyPacks",write patriotic backpack post for 4th of July
"We'll keep them safe, you keep them wild.

The only thing better than seeing it yourself is seeing it through their eyes - get even the littlest ones out exploring with the Poco Series.

📷 @jaytphan | @theunexpectedtype 

#OspreyPacks",write caption for instagram post featuring backpacks for parents and children
"Hit the town running with Osprey's Arcane Family - perfect from commute to happy hour 🕶️

#OspreyPacks",write a caption for an Instagram post featuring Osprey's Arcane Family backpacks.
"The Daylite™ Series  – brighten up your everyday 🌅

Refreshed with playful new colors, choose the one that resonates with you, and shop the pack family via the link in our Stories.",write a caption for a post showcasing the new colors of the Daylite™ Series backpacks
"Congratulations to Lael Wilcox on completing the Tour Divide — as the 1st female finisher and 13th overall — in just 16 days, 20 hours, and 17 minutes! Starting in Banff and ending at the US/Mexico Border, Lael rode 2,696 miles through intense weather and extremely challenging conditions, both physically and mentally. While there were moments of doubt — the kindness and sense of community along the route helped her push through to the finish line. 

We are so proud to be by your side throughout your incredible accomplishments. We look forward to what you take on next!

📷 @rugilekaladyte

#OspreyAthlete",write a congratulatory message for a female cyclist who completed a challenging race
"*Closed*

🚨 GIVEAWAY 🚨
We’re teaming up this month to talk backcountry safety and offer you the chance to win some backpacking essentials! 

Enter for a chance to win an inReach Mini 2 and your choice of an Aether or Ariel Osprey Pack to help give you peace of mind while exploring the backcountry!

Rules:
- Follow @GarminOutdoor and @Ospreypacks.
- Like this post
- Tag a friend with your next adventure.
Winner will be randomly chosen.
Giveaway ends 8/18/2023 

Garmin + Osprey = a match made in outdoor heaven.

🔗  Link in bio for terms and conditions",create text for backpack giveaway with Garmin and Osprey partnership
"Osprey is proud to share that the Exos | Eja Pro 55L claimed Outside's Editors' Choice award for the ""Best Backpacking Packs of 2023!"" 

""Looking at this pack’s plush hipbelt, tensioned trampoline backpanel, and plentiful pockets, you’d be forgiven for expecting it to weigh twice as much as it does. But that’s the magic of the new Exos/Eja Pro: it’s more comfortable and durable for its weight than any other pack we’ve tested in its category. In other words, it’s the Holy Grail of backpacking packs.""

Experience the Exos | Eja Family yourself and shop now.",write a promotional post for the Osprey Exos | Eja Pro 55L backpack.
"Sojourn™ Wheeled Travel Pack – revolutionize the way you travel. 

Oversized wheels, protective padded sidewalls and a deployable harness and hipbelt adapt to terrain along the way, while amenities like TSID luggage identification answer your travel needs. No matter the terrain or transportation mode, the world is within reach. 

#OspreyPacks",write a description for a wheeled travel backpack
"Beautifully crafted and designed for day-to-day life, the Osprey Arcane™ Series is ready to load up with the day's necessities to run errands, commute around town or meet up with friends. 

Elevate your everyday style - shop all-new Arcane colors now. 

#OspreyPacks",write a post about the Osprey Arcane™ Series backpack
"Looking for summer travel inspo? Look no further. 

Comment below your favorite underrated National Park to beat the crowds this summer! 

#OspreyPacks",write a post asking for recommendations on underrated National Parks for summer travel
"Embrace the world with Sojourn™.

Rugged and redesigned, the Sojourn Family was built for travelers whose destination has no limits. 

#OspreyPacks",write a description for the Sojourn backpack
"The Traka circumnavigates its way across 367 kilometers (228 miles) of sweeping Spanish landscape surrounding its origin and terminus, Girona. As the ultimate testament of her grit, Osprey Athlete Sarah Sturm (@sarahsturmy) completed the race—her longest single push, to date—placing second in the women’s category with a time of 15:46:04. 
 
Watch “Traka” now at the link in our bio.  
 
🎥: @benjamin_kraushaar 📷: @roszko  
 
#OspreyPacks #OspreyAthlete #thetraka",write a caption for an Instagram post about a backpack race
"Maybe the pot of gold at the end of every rainbow is a Tempest 🌈🎒

📷 @happy_littlehiker

#OspreyPacks | Featuring the Tempest 24",write a caption for a backpack post featuring the Osprey Tempest 24
"Are you geared up for summer fun? Check out Osprey's Summer Sale via the link in our Stories to get some goods for the rest of the season, with deals up to 50% off! 

From hike, bike and run to family fun, don’t miss out—sale ends July 4th. 

#OspreyPacks",write a promotional post for Osprey's Summer Sale with a mention of backpacks
"Cruise to class, with class. 

Blend form and function with campus-oriented organization to keep you focused on class—and the extracurriculars that follow. 

Shop the Campus Collection via the link in our Stories! 

#OspreyPacks",write a promotional post for backpacks for students
"From the gym to the crag, grab hold of the Zealot to enhance your experience on the wall and take your gear carry to new heights. 

#OspreyPacks",write a caption for a backpack post about rock climbing
"Whatever your sport, whatever your fit, we're here to pack it 🎒

A safe fit is our #1 priority - get expert advice on pack fitting via the links in our Stories or an Osprey retailer near you!",write a post about the importance of proper backpack fitting
"TODAY'S THE DAY! Head over to Osprey's YouTube channel (linked in bio) to watch Libertad NOW! 

In the heart of the most gender-unequal country in Latin America, Christa Castillo turns to the mountain bike to help Guatemalan women find healing and freedom... including her own. ""When you open a door, the universe does the same and starts to conspire to create something for you.""",write a caption for an Instagram post about a backpack and empowering women
"For adventurers who choose the road less traveled, or just travel by less conventional means. 

The Osprey Transporter™ Family - adventure guaranteed! 

#OspreyPacks",write a caption for an Instagram post showcasing the Osprey Transporter™ Family backpacks.
"Sweet, sweet summer ⛰️

📸 @jameshustler

#OspreyPacks | Featuring the Aura AG 65",write a short caption for a backpack photo
"Congratulations to 2023 Western States Endurance Run second place finisher—and Osprey Athlete—Tyler Green! Your passion and perseverance are an inspiration to us all. Take pride in this well-deserved achievement. We are thrilled to be by your side as you push past your comfort zone and pursue your potential.

📷 Mike McMonagle

#OspreyAthlete",write a congratulatory message for an athlete using a backpack
"What better way to spend the longest day of the year than outdoors? ⛰️ 🌅

How will you use the extra sunlight? Tag @ospreypacks and show us how you're spending your Summer Solstice! 

📷: @thruhikesyndicate Ambassador @halletreks 

#OspreyPacks #ThruHikeSyndicate",write a post about using backpacks on the Summer Solstice
"“I’ve found that somehow all these places feel closer together when you walk instead of drive.” 

An author, anthropologist and Osprey Ambassador, Craig Childs invites us to see the Southwest through his eyes—and ponder its paradox. Read more via the link in our Stories today. 

#OspreyPacks #OspreyAmbassador",write a post about backpacks and the Southwest
"Our Daylite™ shows its Pride! Benefitting The Venture Out Project, our Daylite Pride packs celebrate the resiliency and joy of the LGBTQ+ community and its allies.  Check out the link in our bio to learn more. 

📷 @leahnashphoto

#OspreyPacks | Featuring the Daylite™ Pride Plus",write a post about a backpack supporting the LGBTQ+ community
"The perfect hiking crew 🐾

📷 @thisgoldenjourney 

#OspreyPacks | Featuring the Talon/Tempest Series",write caption for hiking photo with backpack
"“It’s truly magical to see people discovering themselves, their relationships and the outdoors, and to have a part in that discovery.”

Read how discovering TVOP on their inaugural snowshoe hike has helped Oliver reconnect with nature and with himself. Link in Stories!

📷: @theventureoutproject 

#OspreyPacks",write a caption for an Instagram post about backpacking and self-discovery
"Two weeks 'til Father's Day! Show dad some love with an Osprey pack - check out our stories to find the perfect one for him. 

📷 @haniii_z | Featuring the Poco Plus

#OspreyPacks",write a Father's Day post featuring an Osprey backpack
"Find the right hiking daypack for you, whether you prioritize hydration, simplicity or full-featured design. 

#OspreyPacks",write a short description of different types of hiking daypacks
"Climber and filmmaker Timmy O'Neill hosts a conversation with adaptive athletes, adventurers and film stars André Kajlich (No Legs. All Heart.), Trevor Kennison (Full Circle), Erik Weihenmayer (Soundscape) and Caleb Swanepoel (And yet, I remain.) about being survivors, the joy and challenges of adaptive sports and being leaders for the disabled community. Join us on Sunday at this years @mountainfilm for a panel discussion at @jagged_edge_mountain_gear . 

#OspreyPacks #OspreyAthlete",write a post about a panel discussion on adaptive sports and being leaders for the disabled community
"Happy National Trails Day! 🥾 

How are you celebrating? Tell us what trail you're hitting with your Osprey for the holiday! #OspreyPacks",write a post for National Trails Day with Osprey backpack
"Osprey's Waterproof Collection - Find the Ideal IPX. 

Keep water on the outs with purpose-built packs and duffels designed to keep critical gear dry in the wettest environments. 

#OspreyPacks",write a post about Osprey's waterproof backpack collection
"Less screen time this summer, more sunscreen time. What's the best place near you to hike with your kiddos? Share with us via our stories! ☀️",write a post about hiking with kids and asking for recommendations
"Happy Mother’s Day to all the awe-inspiring, adventurous moms who make outdoor magic possible from day one. 

Head to our Stories today to hear from #OspreyAtheletes @rachelraedrake, @skidiva, and @kimhavell about their take on motherhood. 

#OspreyPacks",write Mother's Day tribute post for backpack brand
"52 hikes...loading!

The Over 50 Outside 2023 group is on their way to completing the 52 Hike Challenge this year. With spring flowers blooming and a few mid-hike rain showers, these women are hitting the trail and embracing all it has to bring. 

Over 50 Outside is a supportive community of women over the age of 50 who are exploring the outdoors together. 

We can't wait to see which adventures come next. Follow along with the #Over50Outside group and the challenge sponsors @obozfootwear, @ospreypacks, @outdoorresearch, and @52hikechallenge.

📷: Valarie T. | Susan C. | Robyn S. | Beth M. 

#OspreyPacks",write caption for a post about women over 50 hiking with backpacks
"Explore our collection of sling and waist packs for easy-on, essentials-only everyday carries. 

#OspreyPacks | Featuring the Daylite Sling Pack",write a caption for a post showcasing sling and waist packs
"Here's to the trail moms, traveling moms and every V.I.M. (very important mom) in between! 

Featured here: the Osprey Poco and Poco Plus

📷: @hitched_and_halling @jellybelliiii @stephanielynnea

#OspreyPacks",write caption for instagram post featuring backpacks for moms
"Are you an Osprey family? Head to our Stories and let us know your little one's favorite way to explore. 

#OspreyPacks",write a post asking followers about their favorite way to explore with an Osprey backpack
"Conquer city streets and take on new heights – all with one pack. The Daylite makes a trusty companion for summer adventure with versatility to adapt to farmers markets or far flung travel, all in sustainable, durable, and lightweight materials. 

#OspreyPacks | Featuring Daylite Cinch in Cosmic Red",write a post about the Daylite backpack for summer adventures
"With all the ways we travel, there is no one-size-fits-all solution. 

Find the “just-right” gear for you for all your summer adventures. 

#OspreyPacks",write a generic backpack advertisement for summer adventures
"Monochromatic mountain vibes. Comment your color of choice below. 

Fairview 40 in Misty Grey via @fiii_biii

Raptor 14 in Orange Sunset via @flyingbymytwenties

Kestrel 38 in Atlas Blue Heather via @david_mt1998

 #OspreyPacks",write a post showcasing different backpack colors
"“As each of us finds our place in the world outside, I believe that we will find ways to protect it and each other.”

As an author, journalist and guide, James Edward Mills turns to the trails to find peace, positivity and fulfillment outdoors—and reminds us to be present as we do the same. Read more via the link our Stories today. 

📷: Tim Yanacheck | Nick Berard

#OspreyPacks",write a caption for an Instagram post featuring a backpack and promoting outdoor exploration
"Find your sense of pace - our Duro/Dyna Family provides everything you need to enjoy every mile you run, unencumbered. 🥇

#OspreyAthlete | #OspreyPacks",write a caption for a running backpack post
"Fill your summer with adventure and save during our Spring Into Summer Sale! Find packs across outdoor, lifestyle and travel categories through May 29th. 

#OspreyPacks",write a promotional post for the Spring Into Summer Sale
"Ultra-distance bikepacker, record breaker and advocate Lael Wilcox joins the Osprey Athlete team.

“Biking is a wonderful way to see the world, spend time with people and have time to think and dream of the future.”

📷: @rugilekaladyte 

#OspreyPacks",write a caption for an Instagram post featuring a bikepacker with an Osprey backpack
"Little legs, big appetite for adventure. 

P.S. Father’s Day is officially one month away and the Poco Collection makes a great gift for dads who are into make great memories.

🎥: @mikemccastle

#OspreyPacks",write a short post about the Poco Collection backpack for Father's Day
"You have their backs, we have yours 🤘 Happy Father's Day from Osprey to you. 

#OspreyPacks",write Father's Day message for backpack brand
"That Friday feeling. 

📷: @roamingv | Featuring Aura AG 65

#OspreyPacks",write a caption for a backpack photo
Here comes the sun ☀️ | 📷 @erikallizette | Featuerd pack from the Daylite Sling Series | #OspreyPacks,write a caption for an Instagram post featuring a backpack from the Daylite Sling Series
"Summer is here! No matter where the going gets you this season, we’re here to keep you—and your gear—moving toward your goals.

#OspreyPacks",write a summer-themed backpack advertisement
"Osprey ambassadors Bhavana and Shashank's daughter has logged an impressive number of miles in her first 22 months.

Equipped with their Poco Plus, this family can go nearly anywhere together—and experience a shared sense of wonder through each journey.

Read the inspiring story from two parents hoping to share as much of the world as they can with their daughter via the link in our Stories! 

📷: @backpackerbhav + @shashankvijayphotos | Featuring Poco Plus in Blue Sky

#OspreyPacks",write a post about a family using a backpack for their adventures
Look who came along for the ride! | 🎥 @wilhageorge | Featured pack from the Poco LT Series | #OspreyPacks,write caption for instagram post featuring backpack and child
"“It’s okay to be unsure and try what you’ve never dreamed or dared to do or be. Surprise can be magical.” 

#OspreyAmbassador Irine Wangechi (@travelwithirine) spent a recent birthday exploring the rich culture and history of Black and brown people in Jamaica. Once she decided to go with the flow, magic found her around every corner. 

Read about Irine's imperfect plan and the lesson's she took from it at the link in our bio. 

#OspreyPacks",write a post about backpacks and embracing new experiences
"Welcome to the #OspreyAthlete Team, @sarahsturmy!

Sarah quickly rose from collegiate cyclist athlete to pro cyclocross racer, winning two back-to-back national championships. Today, she competes in gravel races across the globe, but might enjoy her scenic training rides just as much as her casual rides with Norman, her dog.

Get to know Sarah via the link in our bio!

📷 1 @adamkoble | #OspreyPacks",write introduction for a post about a professional cyclist and her backpack
"Documentary films allow us to see new places, add new adventures to our bucket lists, and take action on important causes. We are proud to once again support @Mountainfilm this year during their 45th annual festival in Telluride, CO May 25 - 29. Passes available NOW! Learn more at mountainfilm.org - linked in our bio. 

📷 1: Bash Jelen  2: Ben Eng

#OspreyPacks",write a post about supporting Mountainfilm festival with a backpack connection
Coastal magic ✨ | 📷 @justingriffinphotography | Featured pack from the Talon/Tempest Series | #OspreyPacks,write a caption for a coastal-themed backpack post
"Osprey is proud to welcome the 2023 @ThruHikeSyndicate Ambassadors!

🥾  Stacee Ash (she/her) - hiking the Appalachian Trail @dragonfly_trail2023 
🎒  Matti Mejia (they/she) - hiking the PCT @mattilamar 
🌲  Song Seto (she/her) - hiking the Trans Catalina Trail and Wonderland Trail @songyseto 
🏔️ Armando Rodriguez (he/him) - hiking the Trans Catalina Trail and Highline Trail @mandoriii 
🧦 Aly Winkler (she/her) - hiking the Arizona Trail @aly.winkler 
🔥 Halle Homel (she/her) - hiking the Oregon coast Trail and Wonderland Trail @sunbirdsoul

This is going to be an exciting year of following these 6 hikers and we hope you’ll join us by tagging along, rooting them on, and learning about their experiences on trail. 

#ThruHikeSyndicate #ThruHiking #OutdoorsForAll #OspreyPacks",write announcement for new Osprey backpack ambassadors
"""Motherhood rocked me like a roundhouse punch from a heavyweight champ I had no business being in the ring with."" 

Osprey sat down with Heather Dawes of @spoutfitter to talk about motherhood, mental health, and what it means to manage both. Head to the blog to read on. 

📷: Kristen Fondon (first) and Heather Dawes (second, third)

#OspreyPacks #MentalHealthAwareness",write a post about backpacks and mental health awareness
"No need to be green with envy, enjoy the view. | 📷 @directionvague @havingfun.fr | Featured pack from the Kestrel/Kyte Series | #OspreyPacks",write a caption for a backpack photo with a scenic view
"The #LeaveNoTrash campaign is a global movement to protect the outdoor spaces we love through collective trash clean-up efforts. In celebration of Earth Month 2023, we invite our communities to take part in this important mission. 

Join us in signing the #LeaveNoTrash pledge at the link in our bio to pick up at least 30 pieces of trash this April. #OspreyPacks | #LeaveNoTrash",write a post about the #LeaveNoTrash campaign and encourage people to sign the pledge
Give a little love to the healthcare workers who are doing their best to look out for themselves while looking out for us all! | | 🎥 @troughtandabout | #OspreyPacks,write a post showing support for healthcare workers with a mention of backpacks
"When kids grow up outdoors, they get to make memories, build confidence and, inevitably, show us how it’s done someday. 

Explore new packs for kids—designed to support them each step, leap and pedal along the way. 

#OspreyPacks",write a post about backpacks for kids
🐶 Cheers to our best friends who are there every step of the way. | 📷 @jennie.adventures | Featured pack from the Atmos/Aura AG Series | #OspreyPacks,write a caption for a backpack post featuring a dog
"For over 30 years, @conservationalliance has worked to ensure wild places, wildlife and people may thrive together. The #WeKeepItWild campaign brings together like-minded outdoor brands, athletes and enthusiasts who know how critical this work is—and wish to be a part of the solution. 

You can support the TCA and their mission to protect North America’s wild places and outdoor spaces when you shop at osprey.com between April 19-25. 

Photo Credit: Tyler Roemer​ @tylerroemer

#OspreyPacks | #WeKeepItWild",write a post about supporting conservation efforts with backpacks
"Breeze through every checkpoint with convenient packs and luggage that adhere to major airline carry-on standards. 

Explore the complete series of travel packs designed to ease your journey. 

#OspreyPacks",write a post about travel backpacks
The views are endless. | 🎥 @dylanlandro | #OspreyPacks,write a short caption for a backpack post with a scenic view
Have you said your farewells to this endless winter? | 📷  @_seanmcneil & @adventurefeetfirst | Featured packs from the Poco Series | #OspreyPacks,write caption for instagram post featuring backpacks from the Poco Series
Making core memories with every step. | 📷 @davidwhitehandgraaf @ahnikawhitehandgraaf | Featured pack from the Poco Plus Series | #OspreyPacks,write a caption for a hiking backpack with a picture of a family hiking
Lost in the beauty of our planet. 🌍❤️ | 📷 @saratreks | Featured pack from the Manta Mira series | #OspreyPacks,write a caption for a backpack post featuring a photo of a hiker in a beautiful natural landscape.
"I never knew that a backpack was supposed to fit. That all the weight wasn’t supposed to be on your shoulders. That the hip belt served a purpose (aside from chafing my lower back.) Turns out, in 36 years, I’ve never worn a truly proper fitting backpack – until Osprey’s Extended Fit packs changed the game.

I am so proud and excited for the Extended Fit packs to be launched! Consulting on it was a true joy of my career so far, and I can’t wait to do more. Read more on the Behind the Scenes from this project at Osprey.com or the link in my bio!

#SizeInclusion #OspreyPacks",write a post about the benefits of using Osprey's Extended Fit backpacks
"Whether you’re feeling inspired to drop into the steeps, catch your thrills on the climb or simply find your rhythm, enjoy your best rides this season with upgraded bike hydration packs with new technical fabrics and colors. 

#OspreyPacks",write a post about upgraded bike hydration packs
"We love to hear Osprey-inspired stories. Whether it’s a lesson learned as a first-time thru-hiker, an unexpected run-in with pack-chewing wildlife or a memorable moment shared with friends, family and loved ones, it’s our community’s stories that unite and delight us. 

As we approach our 50th year in business, we want to hear YOUR Osprey story, from the experiences you’ve had to the packs that got you there. No one can tell it better than you, so send us a quick audio recording (linked in our bio) and you’ll automatically be entered to win a new Daylite™ Plus pack.

#OspreyPacks",write a post about sharing Osprey backpack stories for a chance to win a Daylite Plus pack
Adventure awaits. | 🎥 @david_shvay | Featured pack from the Exos/Eja Series | #OspreyPacks,write a short caption for an adventurous backpacking video
"Explore packs that deliver the core features most requested by long-distance thru-hikers. 
 
Looking to shed ounces, but not comfort? The Atmos/Aura AG LT delivers strippable features and AntiGravity suspension for a lightweight, anatomical fit. For the gram-counters out there who also prioritize ergonomics and long-haul durability, the sub-kilo Exos/Eja Pro supplies a minimalist setup for peak performance and efficiency.

#OspreyPacks",write a post about lightweight backpacks for long-distance hiking
Over the river and through the woods. | 📷 @todburn_tales | Featured pack from the Poco Plus Series | #OspreyPacks,write caption for instagram post featuring backpack in nature setting
"“This trip brought newness to all of us. Following our curiosity created space for mutual growth.” - @kylie.fly 

Head to the link in our bio to read Kylie’s reflections on women uniting together after bringing @jitterbug_art on her first backpacking trip with fellow climber and backpacker, @kimmie.tu.

#OspreyPacks",write a caption for an Instagram post about a backpacking trip with friends
Communication is the most underrated piece of mountaineering gear. | 📷 @amyswildshots | Featured pack from the Stratos/Sirrus Series | #OspreyPacks,write a caption for a mountaineering backpack post
Spring may be here but it’s still chilly out there! | 🎥  @adriannaadventures | Featured pack from the Poco Plus Series | #OspreyPacks,write a post about a backpack for spring hiking adventures
"Enter the @ladiesallride x Wild Rye “Ready to Shreddy Giveaway”! Whether you are lucky enough to be already back on your bike, or everyone else who is jonesin’ for the trails to dry out—this is for you! We’re giving away an AMAZING “everything but the bike” prize package to get you back in the saddle in style for your best riding season yet.. 

WIN OVER $1900 IN PRIZES!

One lucky winner will receive:
⭐️ @ladiesallride: Entry to a Ladies AllRide MTB Camp *See available dates on contest page*
🚲 @livcycling:  Shuttle Flat MTB Shoes & Path MIPs Helmet
🧦 @wild_rye_:  Riding kit including new Riley Short, Keller Crop, Edith Canvas Hat, Socks, Gloves & Water Bottle
🧤 @gformofficial: Pro-Rugged 2 Knee Pads, Pro-Rugged 2 Elbow Pads, & Sorta 2 Gloves
🎒 @ospreypacks: Raven 14 Backpack & Savu 2 Hip Pack
💧 @hydroflask: """"picnic set"""" with cooler, serving spoons, & food containers 
🛠️ @crankbrothers: F15 Silver Edition Multi-Tool & Stamp 7 Platform Pedal

To enter to WIN:
👉click the link in our bio + sign up
👉Follow all the other participating brands (above)
👉Tag your fave friends to bike with!

Giveaway ends on April 4, 2023 so get in gear and enter today!

*Must be a resident of the U.S. or Canada to win. No purchase necessary. Complete T&Cs are available on the contest landing page (link in bio).

#OspreyPacks",write a post about a mountain biking giveaway with backpack as a prize
"“I knew I needed to find something that’d help me feel more alive; to challenge and reconnect with myself. I wanted to hike.” 

Celeste Thompson (@fatgirlforthefitsoul) rarely saw herself depicted in the activities and landscapes that called to her. But she didn’t let a lack of representation stop her from getting out on the trail.

Ten years after her first hiking experience, Celeste’s new goal is to hike every state in 2023.

Find out how Celeste is leveraging her platform to create a supportive community of hikers and promote inclusion across the outdoor industry at the link in our bio!

Featured pack from the all-new Talon/Tempest and Sportlite Extended Fit Series | #OspreyPacks #OspreyAmbassador",write a post about a hiker promoting inclusivity and using a specific backpack brand
Watch your step 🌵 | 📷 @javi_awara | Featured pack from the Talon/Tempest Series | #OspreyPacks,write a caption for a backpack post featuring a desert landscape
"Meet the Extended Fit (EF) collection—an extension of our core pack families designed to provide optimal performance for bigger bodies. Made with the direct help and feedback of in-field testers, we went beyond superficial changes, reworking our hipbelts, shoulder straps, pocketing and more to deliver a true extended fit that truly works like it should—at last!

#OspreyPacks",write a post about backpacks for bigger bodies
Enjoy some calming vibes for your Thursday. | 🎥 @bouhdy_ | Featured pack from the Farpoint/Fairview Travel Daypack Series | #OspreyPacks,write a post about a backpack with calming vibes
Taking on Tuesday with high spirits! | 🎥 @flipflopflaura and @shippo_j83 | Featured pack from the Sportlite Series | #OspreyPacks,write a caption for a backpack post featuring the Sportlite Series
From the gym to the peaks - keep climbing. | 🎥 @benrueck | Featured pack from the Zealot Series | #OspreyPacks #OspreyAthlete,write a caption for a backpack post featuring a climber
"“When you’re skiing and stop in the middle of a tree run, you start paying more attention. The same happens with photography: as I focus on what I’m framing through my lens, time expands. It morphs. It changes.” 

Emily Hopcian (@emilyhopcian) sat down with artist and athlete Sofía Mejía Llamas (@chacay.av) to hear about where skiing and photography come together in the mountains, mind, and body.

Celebrate International Women's Day by reading stories from the women who inspire us most at the link in our bio. 

#OspreyPacks #InternationalWomensDay","write a post about the connection between skiing, photography, and backpacks on International Women's Day"
"“I have always built my own gear … I guess it’s a feeling that if I’m out in the wilderness, I know that I can rely on it.” 

Mike Pfotenhauer built Osprey from the ground up on a steady path to success. Learn how his vision grew to the company we are today. 

Listen to Mike’s episode of “How I Built This with Guy Raz” on Apple, Spotify or wherever you get your podcasts. 

#OspreyPacks",write a post about the founder of Osprey Packs and their journey
Memories in the making. | 📷 @ramble.family | Featured pack from the Poco Plus Series | #OspreyPacks,write caption for instagram post featuring a backpack from the Poco Plus Series
"Be Your Most Colorful Self! 

Discover six vibrant new prints and colors for the versatile traveler, hiker and everyday errand-runner.

#OspreyPacks",write a post about new colorful backpack prints
